werkwoord
Beproeven
Beraadslagen
Beraden
Beramen
Berapen
Berechten
Beredderen
Beredeneren
Bereiden
Bereiken
Bereizen
Berekenen
Bergbeklimmen
Bergen
Berichten
Berijden
Berijmen
Berispen
Beroepen
Beroeren
Berokkenen
Berouwen
Beroven
Berusten
Beschadigen
Beschamen
Beschaven
Bescheiden
Beschermen
Beschieten
Beschijnen
Beschijten
Beschikken
Beschilderen
Beschimmelen
Beschimpen
Beschoeien
Beschouwen
Beschreeuwen
Beschrijven
Beschuldigen
Beschutten
Beseffen
Besjoemelen
Beslaan
Beslapen
Beslechten
Beslissen
Besluipen
Besluiten
Besmeren
Besmetten
Besmeuren
Besnaren
Besnijden
Besnoeien
Besnuffelen
Besodemieteren
Bespannen
Besparen
Bespatten
Bespelen
Bespeuren
Bespieden
Bespiegelen
Bespioneren
Bespoedigen
Bespotten
Bespreken
Besprenkelen
Bespringen
Besproeien
Bespugen
Bespuiten
Bespuwen
Bestaan
Besteden
Bestelen
Bestellen
Bestemmen
Bestempelen
Bestendigen
Besterven
Bestieren
Bestijgen
Bestoken
Bestormen
Bestoven
Bestraffen
Bestraten
Bestrijden
Bestrijken
Bestrooien
Bestuderen
Bestuiven
Besturen
Besuikeren
Betalen
Betamen
Betasten
Betegelen
Betekenen
Beteugelen
Betichten
Betijen
Betimmeren
Betogen
Betomen
Betonen
Betonnen
Betoveren
Betrachten
Betrappen
Betreden
Betreffen
Betrekken
Betreuren
Betrouwen
Betten
Betuigen
Betuttelen
Betwijfelen
Betwisten
Beuken
Beulen
Beunhazen
Beuren
Beuzelen
Bevallen
Bevangen
Bevaren
Bevatten
Bevechten
Beveiligen
Bevelen
Beven
Bevestigen
Bevinden
Bevissen
Bevitten
Bevlekken
Bevliegen
Bevloeien
Bevochten
Bevochtigen
Bevoelen
Bevolken
Bevoogden
Bevoordelen
Bevoorraden
Bevoorrechten
Bevorderen
Bevrachten
Bevragen
Bevredigen
Bevreemden
Bevriezen
Bevrijden
Bevroeden
Bevruchten
Bevuilen
Bewaken
Bewandelen
Bewapenen
Bewaren
Bewasemen
Bewegen
Bewegwijzeren
Beweiden
Bewenen
Beweren
Bewerken
Bewerkstelligen
Bewieroken
Bewijzen
Bewilligen
Bewimpelen
Bewolken
Bewonderen
Bewonen
Bezemen
Bezeren
Bezetten
Bezichtigen
Bezielen
Bezien
Bezigen
Bezighouden
Bezitten
Bezoedelen
Bezoeken
Bezoldigen
Bezorgen
Bezuinigen
Bezuren
Bezwendelen
Bezwijken
Beëdigen
Beëindigen
Beërven
Beïnvloeden
Bibberen
Bidden
Biechten
Bieden
Bietsen
Biggelen
Biggen
Bijbenen
Bijbetalen
Bijblijven
Bijboeken
Bijbouwen
Bijbrengen
Bijdraaien
Bijdragen
Bijeenbrengen
Bijeenkomen
Bijeenrapen
Bijeenroepen
Bijeenvoegen
Bijeenzitten
Bijhouden
Bijkleuren
Bijklussen
Bijknippen
Bijkomen
Bijlappen
Bijleggen
Bijlichten
Bijpassen
Bijpraten
Bijpunten
Bijschaven
Bijschenken
Bijschrijven
Bijslijpen
Bijsloffen
Bijspijkeren
Bijspringen
Bijstaan
Bijstellen
Bijsturen
Bijtanken
Bijtekenen
Bijten
Bijtreden
Bijtrekken
Bijvallen
Bijvijlen
Bijvoegen
Bijvullen
Bijwerken
Bijwonen
Bijzetten
Biken
Bikepoolen
Bikkelen
Biljarten
Billboarden
Billen
Billijken
Binden
Bingen
Bingoën
Binnenbreken
Binnenbrengen
Binnendringen
Binnendruppelen
Binnengaan
Binnenhalen
Binnenkomen
Binnenkrijgen
Binnenlaten
Binnenloodsen
Binnenlopen
Binnensluipen
Binnensmokkelen
Binnenstuiven
Binnenvallen
Biologeren
Birdwatchen
Bisseren
Bitchen
Bitmappen
Bittorenten
Bitumineren
Bivakkeren
Blaaskaken
Black-Outen
Blackberryen
Blackjacken
Blacklisten
Blackmailen
Bladderen
Bladeren
Blaffen
Blaken
Blamen
Blameren
Blancheren
Blanken
Blaren
Blasfemeren
Blaten
Blauwbekken
Blauwen
Blazen
Bleachen
Bleken
Blenden
Blesseren
Blieven
Blijken
Blijven
Bliksemen
Blinddoeken
Blinderen
Blindvaren
Blingen
Blinken
Blocken
Bloeden
Bloeien
Bloemen
Bloemlezen
Bloemschikken
Bloesemen
Bloggen
Bloghoppen
Blokken
Blokkeren
Blonderen
Blooperen
Blootgeven
Blootleggen
Blootliggen
Blootstaan
Blootstellen
Blowen
Blozen
Bluesrocken
Bluffen
Blunderen
Blurren
Blussen
Blutsen
Boarden
Boardsurfen
Bobbelen
Bobben
Bodyboarden
Bodybuilden
Bodychecken
Bodypainten
Bodypumpen
Bodyshapen
Bodyshoppen
Bodysurfen
Boegseren
Boeien
Boeken
Boekhouden
Boekstaven
Boeleren
Boemelen
Boeren
Boerengolfen
Boeten
Boetseren
Boffen
Bogglen
Bokken
Boksen
Bolderen
Bolsteren
Bolwerken
Bombarderen
Bomberen
Bomchecken
Bommen
Bonjouren
Bonken
Bonzen
Boodschappen
Bookbuilden
Bookmarken
Boomen
Boorden
Boosten
Booten
Bootleggen
Borduren
Boren
Borgen
Borrelen
Borstcrawlen
Borstelen
Bosseleren
Bossen
Botaniseren
Boteren
Botoxen
Botsen
Bottelen
Botten
Botvieren
Boucharderen
Bouderen
Boulderen
Bouncen
Bouten
Bouwen
Bovendrijven
Bovenhalen
Bovenhouden
Bovenkomen
Bovenliggen
Bowlen
Boycotten
Brabbelen
Braden
Brainstormen
Braintrainen
Brainwashen
Braken
Brallen
Branddaten
Branden
Brandmerken
Brandschatten
Brandschilderen
Brassen
Braveren
Breakdancen
Breakdansen
Breaken
Breeuwen
Breidelen
Breien
Breken
Brengen
Brevetteren
Bricoleren
Bridgen
Briefen
Briesen
Broadcasten
Brocheren
Broddelen
Broeden
Broeien
Brokkelen
Brommen
Bronzen
Brouilleren
Brouwen
Browsen
Bruinen
Bruineren
Bruisen
Brullen
Brunchen
Brushen
Brutaliseren
Bruuskeren
Bubbelen
Bubblen
Bubblyen
Budgetteren
Buffelen
Buggen
Buigen
Builderen
Buitelen
Buitensluiten
Buitmaken
Bukken
Bulderen
Bulken
Bulldozeren
Bullyen
Bumpen
Bumpersurfen
Bundelen
Bungeejumpen
Bungelen
Bunkeren
Butcheren
Butsen
Buurten
Buyen
Buzzen
Cabaleren
Cachen
Cacheren
Cachetteren
Cadanceren
Cajoleren
Cakewalken
Calcineren
Calculeren
Callen
Caloriseren
Calqueren
Cambreren
Cammen
Camoufleren
Campaignen
Cancaneren
Cancelen
Canderen
Canneleren
Canoniseren
Canvassen
Capitonneren
Capituleren
Cappen
Capteren
Captiveren
Caramboleren
Caravannen
Carbolineren
Carboncopyen
Carboniseren
Carbureren
Cardiofitnessen
Caresseren
Carjacken
Carpoolen
Carrotmobben
Carven
Cashen
Casseren
Casten
Castigeren
Castreren
Catalogeren
Catalogiseren
Catchen
Catechiseren
Categoriseren
Cateren
Cauteriseren
Caveren
Cc'En
Cederen
Celebreren
Cementen
Cementeren
Censeren
Censureren
Centeren
Centraliseren
Centreren
Centrifugeren
Centupleren
Certificeren
Cesseren
Chagrineren
Challengen
Chambreren
Changen
Changeren
Channelen
Channelhoppen
Chanteren
Chaperonneren
Chaptaliseren
Chargen
Chargeren
Charmeren
Charteren
Chasen
Chatten
Chaufferen
Cheaten
Checken
Chicaneren
Chilaxen
Chillen
Chimpen
Chinezen
Chippen
Chiptunen
Chloreren
Chloroformeren
Choken
Choppen
Choqueren
Chunken
Churnen
Cijferen
Circuleren
Cirkelen
Ciseleren
Citeren
Civiliseren
Claimen
Clarificeren
Clashen
Classificeren
Clausuleren
Claxonneren
Cleanen
Cleansen
Clearen
Clicheren
Clicken
Clippen
Closen
Clubben
Clusteren
Clutchen
Coachen
Coaguleren
Coaten
Cocoonen
Cocounselen
Coderen
Codificeren
Cohabiteren
Cohosten
Coifferen
Coleren
Collaboreren
Collationeren
Collectcallen
Collecteren
Collectiviseren
Collideren
Coloreren
Colporteren
Combatten
Combinen
Combineren
Comebacken
Commanderen
Commentariëren
Commenteren
Commercialiseren
Committen
Committeren
Communiceren
Commuten
Compareren
Compelleren
Compenseren
Competen
Competeren
Compilen
Compileren
Completeren
Compliceren
Complimenteren
Complotteren
Componeren
Composteren
Comprimeren
Compromitteren
Computeren
Computeriseren
Concederen
Concelebreren
Concentreren
Concerneren
Concerteren
Concessioneren
Conciliëren
Concipiëren
Concluderen
Concorderen
Concretiseren
Concurreren
Condenseren
Conditioneren
Condoleren
Confabuleren
Confectioneren
Confedereren
Conferencen
Confereren
Confineren
Confirmeren
Confisqueren
Conformeren
Confronteren
Congresseren
Congrueren
Conjugeren
Connecten
Consacreren
Consecreren
Consenteren
Conserveren
Considereren
Consigneren
Consolideren
Conspireren
Constateren
Constitueren
Construeren
Consulteren
Consumeren
Consuminderen
Contacten
Contacteren
Contamineren
Contenteren
Contesteren
Contingenteren
Continueren
Contracteren
Contradiceren
Contraheren
Contramineren
Contrariëren
Contrasigneren
Contrasteren
Contribueren
Controleren
Controllen
Conveniëren
Convergeren
Converseren
Converteren
Convoceren
Copen
Copuleren
Copy-Pasten
Copyen
Copywriten
Corneren
Correleren
Corresponderen
Corrigeren
Corroderen
Corrumperen
Cosourcen
Coteren
Coucheren
Couchsurfen
Counselen
Counteren
Couperen
Coupleren
Courtiseren
Coveren
Coïncideren
Coïteren
Coöpereren
Coöpteren
Coördineren
Cracken
Crashen
Craven
Crawlen
Creamen
Crediten
Crediteren
Cremeren
Creneleren
Creosoteren
Creperen
Creëren
Cricketen
Criminaliseren
Croonen
Croqueten
Crossdressen
Crossen
Crosslinken
Crossposten
Crowdsourcen
Crowdsurfen
Cruisen
Cuckolden
Cuen
Culbuteren
Culmineren
Cultiveren
Cumuleren
Curetteren
Curlen
Cursiveren
Customizen
Cutteren
Cybersquatten
Daarlaten
Dagdieven
Dagdromen
Daggeren
Dagtekenen
Dagvaarden
Dalen
Dammen
Dampen
Danken
Dankzeggen
Dansen
Dartelen
Darten
Dashen
Databasen
Datacasten
Daten
Daterapen
Dauwen
Daveren
Daytraden
De-Icen
Deadliften
Dealen
Deballoteren
Debarkeren
Debarrasseren
Debaten
Debatteren
Debiteren
Deblokkeren
Debrayeren
Debriefen
Debuggen
Debuteren
Decalqueren
Decamperen
Decanteren
Decaperen
Decentraliseren
Decerneren
Dechargeren
Dechiffreren
Decideren
Decimeren
Declameren
Declareren
Declasseren
Declineren
Decoden
Decoderen
Decolleren
Deconfessionaliseren
Decoreren
Decouperen
Decrediteren
Decreteren
Decrypten
Deduceren
Deejayen
Deelnemen
Deepthroaten
Defacen
Defenderen
Defileren
Definiëren
Deflecteren
Defloreren
Deformeren
Defrienden
Defungeren
Degageren
Degenereren
Degommeren
Degraderen
Degusteren
Deinen
Deinzen
Dekken
Dekoloniseren
Delayen
Delegeren
Delen
Deleten
Deleveragen
Delibereren
Delisten
Delven
Demarreren
Demaskeren
Dementeren
Demilitariseren
Demobiliseren
Democratiseren
Demonstreren
Demonteren
Demoraliseren
Demotiveren
Dempen
Denationaliseren
Denatureren
Denderen
Denigreren
Denivelleren
Denken
Denonceren
Denunciëren
Depasseren
Depenaliseren
Deplaceren
Deployeren
Depolitiseren
Deponeren
Deporteren
Depouilleren
Deppen
Depreciëren
Deprimeren
Depriveren
Deputeren
Derailleren
Derangeren
Dereguleren
Deren
Derogeren
Derven
Desactiveren
Desarmeren
Desavoueren
Desemen
Desensibiliseren
Deserteren
Designen
Designeren
Desinfecteren
Desintegreren
Desisteren
Desktoppublishen
Desorganiseren
Desoriënteren
Destabiliseren
Destaliniseren
Destilleren
Destineren
Destrueren
Detacheren
Detailleren
Detecteren
Determineren
Detesteren
Detineren
Detoneren
Detoxen
Detremperen
Deugen
Deuken
Devalueren
Developen
Deviëren
Devolveren
Diagnosticeren
Dialen
Dialogiseren
Dichtdoen
Dichten
Dichtgaan
Dichtgroeien
Dichtklappen
Dichtknijpen
Dichtmaken
Dichtnaaien
Dichtslaan
Dichtstoppen
Dichtvriezen
Dicteren
Dienen
Diffameren
Differentiëren
Diffunderen
Diftongeren
Digereren
Digesten
Diggen
Digidaten
Digitaliseren
Dilateren
Dilueren
Dimmen
Dinchen
Dineren
Diplomeren
Dippen
Directmailen
Directmarketen
Directsellen
Dirigeren
Disablen
Disciplineren
Disconteren
Discounten
Discrediteren
Discrimineren
Disculperen
Discussiëren
Discuteren
Diskjockeyen
Diskwalificeren
Disloqueren
Dispatchen
Dispenseren
Dispergeren
Displayen
Disponeren
Disputeren
Dissen
Dissociëren
Dissolveren
Distilleren
Distingeren
Distribueren
Diven
Divergeren
Diversifiëren
Diverteren
Divideren
Dj'En
Dobbelen
Dobberen
Doceren
Docken
Doctoreren
Documenteren
Doden
Doedelen
Doelen
Doemen
Doen
Doezelen
Doffen
Dogmatiseren
Dokken
Dokteren
Doldraaien
Dolen
Doleren
Dollen
Domesticeren
Domiciliëren
Domineren
Dominoën
Dommelen
Dompelen
Donderen
Donderjagen
Donkeren
Doodblijven
Doodbloeden
Dooddrukken
Doodgaan
Doodgooien
Doodliggen
Doodlopen
Doodmaken
Doodschamen
Doodschieten
Doodslaan
Doodsteken
Doodvallen
Doodverklaren
Doodverven
Doodzwijgen
Dooien
Door-Sms'En
Doorberekenen
Doorbijten
Doorbladeren
Doorborduren
Doorboren
Doorbreken
Doorbrengen
Doorbuigen
Doordenken
Doordraaien
Doordrammen
Doordraven
Doordrijven
Doordringen
Doordrukken
Doorgaan
Doorgeven
Doorgronden
Doorhakken
Doorhalen
Doorkijken
Doorklieven
Doorkomen
Doorkrassen
Doorkrijgen
Doorkruisen
Doorlaten
Doorleren
Doorlezen
Doorlichten
Doorliggen
Doorlopen
Doormailen
Doormaken
Doormeten
Doormodderen
Doornemen
Doorploegen
Doorpraten
Doorprikken
Doorreizen
Doorrijden
Doorschemeren
Doorschieten
Doorschrappen
Doorsijpelen
Doorslaan
Doorsluizen
Doorsmeren
Doorsnijden
Doorsnuffelen
Doorspekken
Doorspelen
Doorspoelen
Doorspreken
Doorstaan
